Command,Octile,AUC,Accuracy,Recall
exclusion,0,0.7332442748091604,0.7289002557544757,0.552
exclusion,1,0.6747923681257014,0.7443064182194618,0.3333333333333333
exclusion,2,0.7279647435897436,0.7767653758542141,0.5128205128205128
exclusion,3,0.712618830576898,0.7279534109816972,0.5904761904761905
exclusion,4,0.7276379368468368,0.7625418060200669,0.5113636363636364
exclusion,5,0.6981405294213175,0.8471760797342193,0.23076923076923078
exclusion,6,0.7093874665454729,0.9208015267175572,0.0
exclusion,7,0.7294790038993764,0.9154488517745303,0.0
