Command,Octile,AUC,Accuracy,Recall
inclusion,0,0.7386035455636024,0.799290780141844,0.4507042253521127
inclusion,1,0.7085265941306514,0.6520522388059702,0.6086956521739131
inclusion,2,0.7211309523809525,0.9250535331905781,0.0
inclusion,3,0.7357371571766671,0.7951977401129944,0.43636363636363634
inclusion,4,0.6897433200084157,0.8217270194986073,0.20618556701030927
inclusion,5,0.7498765432098765,0.8385964912280702,0.35555555555555557
inclusion,6,0.7095126988984087,0.7324649298597194,0.5581395348837209
inclusion,7,0.6603873530872372,0.75,0.4095238095238095
